Station, Fav, StationName, HydStatus, Prov, Latitude(Degrees), Longitude(Degrees), DrainageArea(km≤), Years, From, To, Reg., Flow, Level, Sed, OperSched, RealTime, RHBN, Region, Datum, Operator
08KH014, , MITCHELL RIVER AT OUTLET OF MITCHELL LAKE, Discontinued, BC,52.8433,-120.742,245,22,1961,1982, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08KH015, , MITCHELL LAKE NEAR KEITHLEY CREEK, Discontinued, BC,52.8433,-120.736, ,22,1961,1982, , , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08KH016, , DRAGON CREEK AT OUTLET OF DRAGON LAKE, Discontinued, BC,52.9742,-122.435, ,10,1962,1987, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08KH017, , CARIBOO LAKE NEAR KEITHLEY CREEK, Discontinued, BC,52.7469,-121.425, ,17,1961,1977, , , True, , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08KH018, , BARLOW CREEK NEAR QUESNEL, Discontinued, BC,53.0258,-122.488,69.9,12,1963,1974, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08KH019, , MOFFAT CREEK NEAR HORSEFLY, Active, BC,52.3156,-121.408,548,55,1964,2018, , True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08KH020, , MCKINLEY CREEK BELOW OUTLET OF MCKINLEY LAKE, Active, BC,52.2808,-121.001,431,54,1964,2017, True, True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08KH021, , BEAVER CREEK AT OUTLET OF BEAVER LAKE, Discontinued, BC,52.4775,-121.851,847,6,1965,1975, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08KH022, , MACKAY RIVER AT THE MOUTH, Discontinued, BC,52.3739,-120.722,144,15,1971,1985, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08KH023, , DRAGON CREEK ABOVE DRAGON LAKE, Discontinued, BC,52.9533,-122.404,7.25,17,1971,1994, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08KH024, , MOLYBDENITE CREEK NEAR HENDRIX LAKE, Discontinued, BC,52.135,-120.883, ,1,1976,1976, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08KH025, , LITTLE HORSEFLY RIVER ABOVE GRUHS LAKE, Discontinued, BC,52.3656,-121.355,416,7,1984,1990, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08KH026, , GERIMI CREEK NEAR THE MOUTH, Discontinued, BC,52.8478,-122.223,56.8,3,1987,1989, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08KH027, , HAZELTINE CREEK BELOW POLLEY LAKE, Discontinued, BC,52.5128,-121.571, ,1,1995,1995, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08KH028, , RUDY CREEK BELOW SANDY LAKE, Discontinued, BC,52.6872,-121.782,3.21,9,1995,2003, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08KH029, , CAMP CREEK NEAR THE MOUTH, Discontinued, BC,52.7831,-120.738,6.29,18,1998,2015, , True, True, , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08KH030, , PENFOLD CREEK NEAR THE MOUTH, Active, BC,52.7919,-120.75,184,16,1998,2019, , True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08KH031, , HORSEFLY RIVER ABOVE QUESNEL LAKE, Active, BC,52.4443,-121.418, ,13,2004,2016, , True, True, , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LA001, , CLEARWATER RIVER NEAR CLEARWATER STATION, Active, BC,51.6557,-120.066,10300,83,1914,2017, , True, True, True, Continuous, True, True, VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LA002, , HEMP CREEK NEAR RAFT RIVER, Discontinued, BC,51.9167,-120.048,177,3,1914,1916, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LA003, , MURTLE RIVER NEAR CLEARWATER STATION, Discontinued, BC,52.0597,-119.933,1240,11,1914,1924, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LA004, , MURTLE RIVER ABOVE DAWSON FALLS, Discontinued, BC,51.9794,-120.104,1380,37,1921,1983, , True, True, , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LA005, , BRIDGE CREEK NEAR 100 MILE HOUSE, Discontinued, BC,51.705,-121.176,1330,38,1928,1996, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LA006, , CANIM RIVER AT OUTLET OF CANIM LAKE, Discontinued, BC,51.8686,-120.597, ,19,1944,1963, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LA007, , CLEARWATER RIVER AT OUTLET OF CLEARWATER LAKE, Discontinued, BC,52.1389,-120.192,2950,46,1950,1995, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LA008, , MAHOOD RIVER AT OUTLET OF MAHOOD LAKE, Discontinued, BC,51.9319,-120.241,4710,33,1950,1984, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LA009, , CLEARWATER RIVER AT INLET TO CLEARWATER LAKE, Discontinued, BC,52.3486,-120.264,2380,15,1954,1968, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LA010, , MAHOOD LAKE NEAR CLEARWATER STATION, Discontinued, BC,51.9383,-120.241, ,33,1950,1984, , , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LA011, , CANIM LAKE NEAR CANIM LAKE, Discontinued, BC,51.8419,-120.73, ,35,1944,1979, , , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LA012, , CLEARWATER LAKE NEAR CLEARWATER STATION, Discontinued, BC,52.1431,-120.192, ,46,1950,1995, , , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LA013, , CLEARWATER RIVER AT OUTLET OF HOBSON LAKE, Discontinued, BC,52.4217,-120.324,904,25,1959,1983, , True, , , Continuous, , , VANCOUVER, , 
08LA014, , HOBSON LAKE NEAR CLEARWATER STATION, Discontinued, BC,52.425,-120.326, ,24,1960,1983, , , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LA015, , CANIM CREEK AT OUTLET OF SPOUT LAKE, Discontinued, BC,52.0097,-121.444,65.3,6,1965,1970, , True, , , Seasonal, , , VANCOUVER, , 
08LA016, , CANDLE CREEK NEAR CLEARWATER STATION, Discontinued, BC,51.6903,-120.004,25.1,6,1957,1962, , True, , , Seasonal, , , VANCOUVER, , 
08LA017, , HORSE LAKE NEAR 100 MILE HOUSE, Discontinued, BC,51.6017,-121.192, ,16,1969,1984, True, , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LA018, , HOBSON CREEK BELOW BOIS GRENIER CREEK, Discontinued, BC,52.675,-120.103,162,13,1971,1984, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LA019, , BOSS CREEK ABOVE HENDRIX CREEK, Discontinued, BC,51.9461,-120.704,122,7,1973,1979, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LA020, , BRIDGE CREEK AT OUTLET OF HORSE LAKE, Discontinued, BC,51.6069,-121.231,912,24,1974,1997, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LA021, , SPAHATS CREEK NEAR THE MOUTH, Discontinued, BC,51.7342,-120.007,52.5,14,1981,1994, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LA022, , BRADLEY CREEK NEAR FOREST GROVE, Discontinued, BC,51.8503,-121.026,174,8,1982,1989, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LA023, , HENDRIX CREEK BELOW STINSON CREEK, Discontinued, BC,52.0411,-120.741, ,1,1982,1982, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LA024, , HENDRIX CREEK AT OUTLET OF HENDRIX LAKE, Discontinued, BC,52.0917,-120.786, ,3,1983,1985, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LA025, , BUFFALO CREEK ABOVE BRIDGE CREEK, Discontinued, BC,51.6764,-121.188,228,3,1987,1989, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LA026, , LITTLE BRIDGE CREEK ABOVE EXETER LAKE, Discontinued, BC,51.6481,-121.375, ,4,1987,1990, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LA027, , BRIDGE CREEK BELOW DEKA CREEK, Active, BC,51.5876,-120.921, ,21,1998,2018, , True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LA028, , WINDY CREEK ABOVE JIM CREEK, Discontinued, BC,51.6228,-120.672,79.4,16,1999,2014, , True, True, , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LA029, , JUDSON CREEK NEAR THE MOUTH, Discontinued, BC,51.57,-120.799,20.1,5,1999,2003, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LB001, , CAHILTY CREEK NEAR LOUIS CREEK, Discontinued, BC,50.9542,-120.028,57.2,2,1911,1912, , True, , , Miscellaneous, , , VANCOUVER, , 
08LB003, , EDWARDS CREEK NEAR HEFFLEY CREEK, Discontinued, BC,50.9056,-120.142,38.9,13,1911,1925, True, True, , , Seasonal, , , VANCOUVER, , 
08LB004, , HEFFLEY CREEK NEAR KAMLOOPS, Discontinued, BC,50.8611,-120.258,168,12,1911,1922, True, True, , , Seasonal, , , VANCOUVER, , 
08LB005, , HEFFLEY CREEK NEAR HEFFLEY CREEK, Discontinued, BC,50.8569,-120.158,72.5,17,1911,1947, True, True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LB006, , HEFFLEY CREEK (ANDERSON DIVERSION) NEAR HEFFLEY CREEK, Discontinued, BC,50.8611,-120.258, ,3,1911,1913, True, True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LB007, , HEFFLEY CREEK (CRAWSHAW DITCH) NEAR HEFFLEY CREEK, Discontinued, BC,50.8611,-120.258, ,3,1911,1913, True, True, , , Miscellaneous, , , VANCOUVER, , 
08LB008, , JAMIESON CREEK ABOVE BRITISH COLUMBIA FRUITLANDS DIVERSION, Discontinued, BC,50.885,-120.29,230,6,1911,1916, True, True, , , Miscellaneous, , , VANCOUVER, , 
08LB009, , JAMIESON CREEK BELOW BRITISH COLUMBIA FRUITLANDS DIVERSION, Discontinued, BC,50.8833,-120.285, ,2,1911,1912, True, True, , , Seasonal, , , VANCOUVER, , 
08LB010, , LOUIS CREEK AT BOUNDARY OF RAILWAY BELT, Discontinued, BC,50.97,-120.036,269,7,1911,1980, , True, , , Seasonal, , , VANCOUVER, , 
08LB011, , PAUL CREEK ABOVE PINANTAN LAKE, Discontinued, BC,50.7222,-120,38.9,2,1911,1912, , True, , , Seasonal, , , VANCOUVER, , 
08LB012, , PAUL CREEK AT THE OUTLET OF PINANTAN LAKE, Discontinued, BC,50.725,-120.033,55.7,34,1913,2009, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LB013, , PAUL CREEK NEAR KAMLOOPS (STATION A), Discontinued, BC,50.7389,-120.157,139,30,1911,1950, True, True, , , Seasonal, , , VANCOUVER, , 
08LB015, , NORTH THOMPSON RIVER NEAR BLACK PINES, Discontinued, BC,50.8917,-120.254, ,2,1912,1913, , True, , , Seasonal, , , VANCOUVER, , 
08LB016, , HEFFLEY CREEK AT INLET TO HEFFLEY LAKE, Discontinued, BC,50.8167,-120.047,18.1,1,1914,1914, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LB017, , RAFT RIVER NEAR CLEARWATER, Discontinued, BC,51.6389,-119.967,764,13,1914,1958, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LB019, , WHITEWOOD CREEK AT HIGHWAY BRIDGE NEAR BLACK PINES, Discontinued, BC,51.0625,-120.239,33.7,4,1914,1917, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LB020, , BARRIERE RIVER AT THE MOUTH, Active, BC,51.188,-120.127,1140,79,1915,2018, , True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LB021, , BARRIERE RIVER (EAST FORK) NEAR BARRIERE, Discontinued, BC,51.2458,-119.933,155,2,1926,1927, True, True, , , Miscellaneous, , , VANCOUVER, , 
08LB022, , NORTH THOMPSON RIVER NEAR BARRIERE, Discontinued, BC,51.1861,-120.151,17700,45,1915,1959, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LB023, , EDWARDS CREEK (LYON'S DIVERSION) NEAR HEFFLEY CREEK, Discontinued, BC,50.9014,-120.149, ,11,1915,1925, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LB024, , FISHTRAP CREEK NEAR MCLURE, Active, BC,51.122,-120.209,135,51,1915,2014, , True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LB025, , KNOUFF CREEK BELOW SULLIVAN LAKE, Discontinued, BC,50.9394,-120.189,41.4,3,1911,1916, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LB027, , PAUL CREEK NEAR KAMLOOPS (STATION F), Discontinued, BC,50.7083,-120.32, ,12,1918,1935, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LB028, , KNOUFF CREEK AT OUTLET OF SULLIVAN LAKE, Discontinued, BC,50.9556,-120.121,25.9,9,1917,1925, True, True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LB029, , SIWASH CREEK NEAR HEFFLEY LAKE, Discontinued, BC,50.8472,-120.094,11.1,5,1914,1918, , True, , , Seasonal, , , VANCOUVER, , 
08LB030, , LEONIE CREEK NEAR BARRIERE, Discontinued, BC,51.2117,-120.119,25.9,8,1920,1927, True, True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LB031, , NELSON CREEK NEAR BARRIERE, Discontinued, BC,51.25,-120.2,13,8,1920,1927, , True, , , Seasonal, , , VANCOUVER, , 
08LB032, , PETERSON CREEK NEAR BARRIERE, Discontinued, BC,51.1944,-120.164,110,8,1920,1927, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LB033, , DUNN CREEK NEAR CHU CHUA, Discontinued, BC,51.4103,-120.099, ,1,1921,1921, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LB037, , THUNDER RIVER NEAR BLUE RIVER, Discontinued, BC,52.2233,-119.215,175,4,1926,1929, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LB038, , BLUE RIVER NEAR BLUE RIVER, Active, BC,52.1167,-119.302,272,39,1926,2018, , True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LB039, , MAD RIVER NEAR IRVINE, Discontinued, BC,51.6764,-119.604,280,3,1926,1928, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LB040, , REG CHRISTIE CREEK NEAR VAVENBY, Discontinued, BC,51.5972,-119.667,72,3,1926,1928, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LB041, , CHUCK CREEK NEAR VAVENBY, Discontinued, BC,51.5889,-119.699,77.7,3,1926,1928, , True, , , Seasonal, , , VANCOUVER, , 
08LB042, , LEMIEUX CREEK NEAR MOUNT OLIE, Discontinued, BC,51.4667,-120.216,195,12,1926,1987, True, True, , , Continuous, , , VANCOUVER, , 
08LB043, , NEHALLISTON CREEK NEAR MOUNT OLIE, Discontinued, BC,51.4833,-120.243,155,3,1926,1928, , True, , , Miscellaneous, , , VANCOUVER, , 
08LB044, , CHU CHUA CREEK NEAR CHU CHUA, Discontinued, BC,51.3514,-120.133,31.2,3,1926,1928, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LB045, , DARLINGTON CREEK NEAR CHINOOK COVE, Discontinued, BC,51.3236,-120.183,77.7,3,1926,1928, , True, , , Miscellaneous, , , VANCOUVER, , 
08LB046, , LINDQUIST CREEK NEAR CHINOOK COVE, Discontinued, BC,51.3139,-120.182,77.7,3,1926,1928, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LB047, , NORTH THOMPSON RIVER AT BIRCH ISLAND, Active, BC,51.6019,-119.914,4490,56,1960,2015, , True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LB049, , LOUIS CREEK NEAR LOUIS CREEK, Discontinued, BC,51.1361,-120.115,515,1,1927,1927, , True, , , Miscellaneous, , , VANCOUVER, , 
08LB050, , MANN CREEK NEAR BLACKPOOL, Discontinued, BC,51.5761,-120.138,295,23,1927,1981, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LB051, , BARRIERE RIVER NEAR BARRIERE (AT DAM), Discontinued, BC,51.2375,-120.006,1030,3,1930,1932, True, True, , , Continuous, , , VANCOUVER, , 
08LB052, , BARRIERE RIVER B.C.E.R. FLUME NEAR BARRIERE, Discontinued, BC,51.2333,-120.015, ,3,1930,1932, True, True, , , Miscellaneous, , , VANCOUVER, , 
08LB053, , PAUL LAKE NEAR KAMLOOPS, Discontinued, BC,50.7389,-120.157, ,10,1945,1954, True, , True, , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LB054, , PAUL CREEK NEAR KAMLOOPS (STATION B), Discontinued, BC,50.74,-120.19,117,1,1933,1933, True, True, , , Seasonal, , , VANCOUVER, , 
08LB055, , PAUL CREEK NEAR KAMLOOPS (STATION C), Discontinued, BC,50.735,-120.21,222,1,1933,1933, True, True, , , Seasonal, , , VANCOUVER, , 
08LB056, , PAUL CREEK NEAR KAMLOOPS (STATION D), Discontinued, BC,50.7256,-120.26,212,1,1933,1933, True, True, , , Seasonal, , , VANCOUVER, , 
08LB057, , PAUL CREEK NEAR KAMLOOPS (STATION E), Discontinued, BC,50.7167,-120.277,254,1,1933,1933, True, True, , , Seasonal, , , VANCOUVER, , 
08LB058, , COLD CREEK NEAR KAMLOOPS (UPPER STATION), Discontinued, BC,50.7625,-120.203,59.6,3,1933,1935, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LB059, , COLD CREEK NEAR KAMLOOPS (LOWER STATION), Discontinued, BC,50.7425,-120.201,64.8,3,1933,1935, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LB060, , PAUL CREEK (INDIAN DIVERSION) NEAR KAMLOOPS, Discontinued, BC,50.7431,-120.2, ,1,1933,1933, True, True, , , Seasonal, , , VANCOUVER, , 
08LB061, , BADGER CREEK NEAR HEFFLEY CREEK, Discontinued, BC,51.0667,-120.146,21.2,3,1945,1947, , True, , , Miscellaneous, , , VANCOUVER, , 
08LB062, , BADGER CREEK NEAR LOUIS CREEK, Discontinued, BC,51.0903,-120.168,29,2,1949,1950, , True, , , Seasonal, , , VANCOUVER, , 
08LB064, , NORTH THOMPSON RIVER AT MCLURE, Active, BC,51.0409,-120.24,19600,61,1958,2018, , True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LB065, , CHRISTIAN CREEK NEAR HEFFLEY CREEK, Discontinued, BC,50.8389,-120.01,7.51,5,1960,1964, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LB066, , HEFFLEY LAKE NEAR HEFFLEY CREEK, Discontinued, BC,50.8333,-120.045, ,8,1960,1968, , , True, , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LB068, , BARRIERE RIVER BELOW LEE CREEK, Discontinued, BC,51.2806,-119.933,585,2,1963,1964, , True, , , Continuous, , , VANCOUVER, , 
08LB069, , BARRIERE RIVER BELOW SPRAGUE CREEK, Active, BC,51.2453,-119.938,624,55,1964,2018, , True, True, , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LB070, , HASCHEAK CREEK BELOW RUSSELL CREEK, Discontinued, BC,51.6325,-120.026,24.3,7,1969,1975, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LB071, , HASCHEAK CREEK ABOVE RUSSELL CREEK, Discontinued, BC,51.6292,-120.022,8.03,7,1969,1975, True, True, , , Continuous, , , VANCOUVER, , 
08LB072, , LOUIS CREEK AT THE MOUTH, Discontinued, BC,51.135,-120.123,515,26,1971,1996, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LB075, , MCDOUGALL CREEK NEAR BIRCH ISLAND, Discontinued, BC,51.6058,-119.99,17.9,1,1973,1973, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LB076, , HARPER CREEK NEAR THE MOUTH, Active, BC,51.3544,-119.882,166,46,1973,2018, , True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LB077, , BONE CREEK NEAR BLUE RIVER, Discontinued, BC,52.255,-119.179,267,7,1977,1983, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LB078, , LEMIEUX CREEK NEAR THE MOUTH, Active, BC,51.4276,-120.202,443,42,1977,2018, True, True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LB079, , AVOLA CREEK (SOUTH FORK) NEAR AVOLA, Discontinued, BC,51.7822,-119.326, ,1,1977,1977, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LB081, , LOUIS CREEK ABOVE MCGILLIVRAY CREEK, Discontinued, BC,50.8603,-119.973, ,14,1982,1996, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LB082, , MCQUEEN LAKE AT THE OUTLET, Discontinued, BC,50.8303,-120.438, ,8,1984,1991, True, , True, , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LB083, , JAMIESON CREEK ABOVE DIVERSIONS, Discontinued, BC,50.8847,-120.288,230,5,1990,1994, , True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LC002, , SHUSWAP RIVER NEAR ENDERBY, Active, BC,50.5437,-119.013,4720,85,1911,2018, True, True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LC003, , SHUSWAP RIVER NEAR LUMBY, Active, BC,50.3028,-118.819,2000,82,1913,2018, True, True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LC004, , BRASH CREEK NEAR ENDERBY, Discontinued, BC,50.5667,-119.042,32.6,13,1915,1968, , True, , , Miscellaneous, , , VANCOUVER, ASSUMED DATUM, 
08LC005, , BESSETTE CREEK NEAR LUMBY, Discontinued, BC,50.2347,-118.968,253,25,1919,1983, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LC006, , DUTEAU CREEK NEAR LAVINGTON, Discontinued, BC,50.1975,-119.034, ,58,1919,1996, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LC007, , VERNON IRRIGATION DISTRICT DIVERSION NEAR LAVINGTON, Discontinued, BC,50.1978,-119.035, ,23,1919,1966, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LC008, , NICKLEN CREEK NEAR LUMBY (LOWER STATION), Discontinued, BC,50.1986,-119.003,30.8,1,1920,1920, , True, , , Seasonal, , , VANCOUVER, , 
08LC009, , MCAULEY CREEK NEAR LUMBY, Discontinued, BC,50.1578,-118.906,32.6,1,1920,1920, , True, , , Seasonal, , , VANCOUVER, , 
08LC010, , NICKLEN CREEK NEAR LUMBY (UPPER STATION), Discontinued, BC,50.1417,-119.015,11.9,1,1921,1921, , True, , , Seasonal, , , VANCOUVER, , 
08LC014, , DUTEAU CREEK AT OUTLET OF HADDO LAKE, Discontinued, BC,50.0969,-119.084,81.1,8,1921,1979, True, True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, B.C. MINISTRY OF ENVIRONMENT
08LC015, , PARADISE CREEK NEAR LUMBY, Discontinued, BC,50.0667,-118.917,13.5,1,1921,1921, , True, , , Seasonal, , , VANCOUVER, , 
08LC017, , DERMONT CREEK NEAR LAVINGTON, Discontinued, BC,50.1061,-119.075, ,1,1921,1921, True, True, , , Seasonal, , , VANCOUVER, , 
08LC018, , SHUSWAP RIVER AT OUTLET OF SUGAR LAKE RESERVOIR, Active, BC,50.3451,-118.548,1130,56,1926,2018, True, True, True, , Continuous, True, , VANCOUVER, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
08LC019, , SHUSWAP RIVER AT OUTLET OF MABEL LAKE, Discontinued, BC,50.6028,-118.738,4040,39,1927,1979, True, True, , , Continuous, , , VANCOUVER, ASSUMED DATUM, 
08LC020, , VIOLET CREEK NEAR GRINDROD (UPPER STATION), Discontinued, BC,50.6947,-119.129,13,6,1934,1949, , True, , , Seasonal, , , VANCOUVER, ASSUMED DATUM, 
08LC021, , LARCH HILLS CREEK NEAR MARA, Discontinued, BC,50.7153,-119.042,13,8,1934,1953, , True, , , Seasonal, , , VANCOUVER, , 
08LC022, , MONASHEE CREEK NEAR CHERRYVILLE, Discontinued, BC,50.2194,-118.548,311,2,1938,1939, , True, , , Seasonal, , , VANCOUVER, , 
08LC023, , HUMMING BIRD CREEK NEAR SICAMOUS, Discontinued, BC,50.7667,-119.003,23.3,3,1946,1948, , True, , , Seasonal, , , VANCOUVER, , 
08LC024, , MARA CREEK NEAR SICAMOUS, Discontinued, BC,50.7656,-119.003,23.3,4,1946,1949, , True, , , Seasonal, , , VANCOUVER, , 
08LC025, , BLURTON CREEK NEAR MARA, Discontinued, BC,50.6792,-119.046,19.2,6,1946,1953, , True, , , Seasonal, , , VANCOUVER, , 
08LC026, , JOHNSON CREEK NEAR MARA, Discontinued, BC,50.6994,-119.035,20.7,6,1946,1953, True, True, , , Seasonal, , , VANCOUVER, , 
08LC027, , SICAMOUS CREEK NEAR SICAMOUS, Discontinued, BC,50.81,-118.968,64.8,3,1946,1948, , True, , , Seasonal, , , VANCOUVER, , 
08LC028, , PTARMIGAN CREEK NEAR MARA, Discontinued, BC,50.6661,-119.064, ,1,1946,1946, , True, , , Seasonal, , , VANCOUVER, , 
08LC029, , BONGARD CREEK NEAR MARA, Discontinued, BC,50.6575,-119.07,13,1,1946,1946, , True, , , Seasonal, , , VANCOUVER, , 
